text,score,title,comment_word_len
Trump is  not President  he is  Evil  God help us 😢,0,Republican ADMITS What Is Behind Killing Border Deal,11
What Biden should do is wrap Israel's funding up with the border funding so they have to pass it.,0,Republican ADMITS What Is Behind Killing Border Deal,19
"Downvoting because Gleib. Get a grip TYT, get this terrorist sympathizer off from hosting your show.",0,Republican ADMITS What Is Behind Killing Border Deal,16
You cant govern with commies. What is happening at our border is the exact same plan China had if they ever invaded Russia....,0,Republican ADMITS What Is Behind Killing Border Deal,23
You lying pieces of feces….it’s BIDENS problem and failure….not Trump’s,1,Republican ADMITS What Is Behind Killing Border Deal,10
These assholes in the republican party aren't even trying to serve the people. They are shitting on their own agenda. Who are their donors again?,1,Republican ADMITS What Is Behind Killing Border Deal,25
"Federal obliviously is failing at the job, that’s why Texas needs to take over. These people are obviously soft and paid for",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,22
"How is this orange traitor /terrorist still a thing? It baffles me every single time I see his painted/bloated, vagina neck’d, fat face on stage.  It’s Idiocracy in real life. FML!!! Ugggggg",1,Republican ADMITS What Is Behind Killing Border Deal,32
You’re one of the cult leaders Groomers and she’s being recruited along with the other idiots,1,Republican ADMITS What Is Behind Killing Border Deal,16
Who is this idiot ! Are completing stuppid . No body wants to give biden more money an get nothing for it americans see thru your bull.,1,Republican ADMITS What Is Behind Killing Border Deal,27
young turks sucks balls,1,Republican ADMITS What Is Behind Killing Border Deal,4
It's their fault 😂😂😂😂😂,0,Republican ADMITS What Is Behind Killing Border Deal,4
There was a solution: Trump fixed the border by executive action and Biden unravelled it by executive action,0,Republican ADMITS What Is Behind Killing Border Deal,18
"I’m for that will send you 12,000 illegals a day until you idiots agree",1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,14
You are a binch of idiots,1,Republican ADMITS What Is Behind Killing Border Deal,6
I hope this TYT fool doesn't consider himself to be a journalist or reporter in anyway.  What a moron.,1,Republican ADMITS What Is Behind Killing Border Deal,19
What a dick head channel. This guy sucks! Lying Demoncrats!,1,Republican ADMITS What Is Behind Killing Border Deal,10
Is it a fact ? Or is it that jammed into it is more money to Ukraine and who knows what else. How about just a border deal???   Start telling both sides of the story!,0,Republican ADMITS What Is Behind Killing Border Deal,35
Biden is siding with illegal immigrants over US citizens. He's going to war against you and me. He's an enemy of the USA and should be treated as such.,0,Republican ADMITS What Is Behind Killing Border Deal,29
PROTECT OUR BORDERS! NO MERCY FOR THE LAW VIOLATERS! 🇺🇸,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,10
Biden opened up the borders and still wants more money to keep it open come on man Really,0,Republican ADMITS What Is Behind Killing Border Deal,18
YOU REPUBLICANS HAD A GREAT DEAL TO FIX THIS WOULDNT TAKE BECAUSE YOUR MASTER TOLD U NOT TOO REPUBLICANS RATHER KISS TRUMP ASS THEN DO SOMETHING TO FIX IT DAMM SHAME GET ON FOX NEWS AND TELL LIES TO THE PEOPLE YOU ARE A DISGRACE TO THIS COUNTRY,1,Republican ADMITS What Is Behind Killing Border Deal,48
Hahahaha trumps own selected scotus bitch slapping republicans!🤣🤣🤣🤣,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,8
Who gives a shit what what that idiot trump wants or thinks. Lock his ass up already! Treasonous traitor,1,Republican ADMITS What Is Behind Killing Border Deal,19
Jenk is a scumbag,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,4
You Young turds are just ignorant and GOD HATERS. i have pitty for you guys.,1,Republican ADMITS What Is Behind Killing Border Deal,15
This little guy wishes he was Joseph Goebbels.,0,Republican ADMITS What Is Behind Killing Border Deal,8
Demented Man bad. Orange Man good.,0,Republican ADMITS What Is Behind Killing Border Deal,6
If immigrants don't come we won't eat period?nobody will go and pick the fruits etc let's be realistic,0,Republican ADMITS What Is Behind Killing Border Deal,18
Securing the border is the DUTY of the President.  It is NOT up for negotiations.,0,Republican ADMITS What Is Behind Killing Border Deal,15
You stupid ass.... Biden already showed his allegiance to freaking illegal immigrants more than the American people! How about he tries to represent instead of rule over... Hypocrite!!!,1,Republican ADMITS What Is Behind Killing Border Deal,28
Pathetic just pathetic and truly un-American,1,Republican ADMITS What Is Behind Killing Border Deal,6
"KISS TRUMP'S @$$  Republicans  in BOTH Houses of Congress need their @$$'$ kicked, HARD!!! They are FINALLY dealing with totally screwed-up, totally obsolete Immigration laws that haven't been dealt with since 1988. Trump is telling them not to and they're listening to him instead of doing their job.",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,48
Idiots globalist close the borders.,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,5
This audience is too stupid to know the score.  That's ok trump will still lose in November.,1,Republican ADMITS What Is Behind Killing Border Deal,17
I love it when hot wheels takes a L 😊,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,10
That is bull crap!!!!!,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,4
"Just another news organization that has no clue what's going on. This is all on Biden. Once the EBS goes off, Internet goes down and Martial law goes into effect you'll find out who's in charge.",0,Republican ADMITS What Is Behind Killing Border Deal,36
"May, 2021 We're going to block theis administration... Mitch McConnell",0,Republican ADMITS What Is Behind Killing Border Deal,10
"CENK, your heavy Sarcasm is not helpful..You make it sound like “OK for You, America” you do not care if trump gets elected Dictator?? Please Support Biden . YOU get out there and yell the message..instead of being Sarcastic. ,please.",0,Republican ADMITS What Is Behind Killing Border Deal,40
We support Texas. Fuck joe Biden,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,6
"Trump had the boarder secured. Biden distroyed that , So the boarder issue is in Biden.",0,Republican ADMITS What Is Behind Killing Border Deal,16
Is this really a news outlet? Is this really somewhere people go to find out truth unbelievable why are you guys even on the screen?,0,Republican ADMITS What Is Behind Killing Border Deal,25
4.5k DISLIKES  3.3k likes  ONLY FOOLS BELIEVE TYT,0,Republican ADMITS What Is Behind Killing Border Deal,8
Deport them all!!!,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,3
I think we should give legal immigrants jobs in border patrol and give them  a KOS order.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,17
CLOSE THE BORDER OR NO DEAL !!!! TOTALLY AGREE!!!!  TRUMP2024 ❤❤❤❤,0,Republican ADMITS What Is Behind Killing Border Deal,11
"Demoncrats, keep trying to seem morally superior, we see through it...",0,Republican ADMITS What Is Behind Killing Border Deal,11
The left follows the law huh 😂😂😂😂😂😂what a fukkin joke you are cenk. Your so full of shit.,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,18
Trash ass mf country wake up and be ready protect you and your family by any means necessary,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,18
"Whatever you have to do Mr. Abott, to keep these illgls OUT, since the idiot in chief refuses to do his damn job. Also, Trump won in New Hampshire! 🎉🎉🎉",1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,30
Democrats destroying America and fat ass turkey is trying to defend this corrupt government!,1,Republican ADMITS What Is Behind Killing Border Deal,14
I love these comments. Good to see everyone knows you turds are liars. AMERICA FIRST!! THIS CHANNEL SUCKS!! 😂,1,Republican ADMITS What Is Behind Killing Border Deal,19
Young Turks are full of bs,0,Republican ADMITS What Is Behind Killing Border Deal,6
And you talking heads should shove your head up your own ass and get out of the way,1,Republican ADMITS What Is Behind Killing Border Deal,18
Someone needs to tell biden to stop his dumb games get in the basement. And let men like Texas governor do what your stupid self dont want to do anything but say if they would give him more money. That your dam bribe money and use it,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,47
jeffrey rigging. no offense but you kill your argument by being illiterate. please check your spelling and facts before running your mouth because you weaken your commentary with your bad spelling. nobody is going to listen to someone who can’t spell cable bro,0,Republican ADMITS What Is Behind Killing Border Deal,43
The dude is an idiot amd not funny. Embarrassing.,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,9
We are not giving any more money to UKRAINE. STAND STRONG FOR AMERICA,0,Republican ADMITS What Is Behind Killing Border Deal,13
"The migrants have a right to cross the border. Your own Statute of Liberty says Give me your poor, tired and hungry longing to breed free.",0,Republican ADMITS What Is Behind Killing Border Deal,26
Democrats are nuts,0,Republican ADMITS What Is Behind Killing Border Deal,3
You scumbag democrats created this sh@t show so you can clean up your own mess. You deserve no help of any sort.,1,Republican ADMITS What Is Behind Killing Border Deal,22
why the hell should we close the border when we have been whining for 3 years to close the border.  omg these people make zero sense!!!!  vote blue and get these people out so we can secure our border!!!!!!,0,Republican ADMITS What Is Behind Killing Border Deal,39
When you’re eating your own arm off it’s ok to save the country on your own.,0,Republican ADMITS What Is Behind Killing Border Deal,16
BIDEN CAN STOP THIS ........!!!!!! .THESES GUYS  ARE STUPID  .,1,Republican ADMITS What Is Behind Killing Border Deal,10
Mitch McConnell 🐢🥬,0,Republican ADMITS What Is Behind Killing Border Deal,3
Thats one way to end the LGBTQIA+++ madness in schools.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,10
People in Texas like that Republicans ass holes,1,Republican ADMITS What Is Behind Killing Border Deal,8
Who's this moron?,1,Republican ADMITS What Is Behind Killing Border Deal,3
These two idiots should let illegal people live with them!,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,10
You are an idiot sir I don't know how y'all can sit there and act and pretend that Democrat care about this country and any Democratic rights for it's people they only care about power and control,1,Republican ADMITS What Is Behind Killing Border Deal,37
"You really just compared abortion to the security of the entire country or, in this case, particularly the state of Texas?!   You are useful idiots incapable of logical thought.  You are part of the problem.",1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,35
You are a babbling idiot the fact of the day is Texas holds the Supreme Law in this and why settle with Treasonous Democraps when they hold all the cards and now halting every ILLEGAL.  Now’ You’re Educated.,1,Republican ADMITS What Is Behind Killing Border Deal,38
"Geez, I wonder why Trump won last night?🤔",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,8
Gregg Abbott is a very horrible human being. Thank GOD for US Supreme Court.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,14
Sore losers you want people to spend all their taxes on what you want and no one gets a choice what to spend it on thats messed up shut up take down your false chat channel lol,1,Republican ADMITS What Is Behind Killing Border Deal,37
There will be NO America if Trump gets the election.,0,Republican ADMITS What Is Behind Killing Border Deal,10
If biden would have left it alone border would be just fine ...this channel is just like msnbc and cnn ...owned and operated by democrats,0,Republican ADMITS What Is Behind Killing Border Deal,25
"This is bidens fault and this fat jerk is full of S***  you dems are destroying this country and mayer adams,jonston e.t.c are blameing Gov Abbott because they dont have the balls how can anybody support this horrible adminasyration oh yea long live Israel  🌴🇺🇸🌴🇺🇸🌴🇺🇸🌴🇮🇱🌴🇮🇱🌴🇺🇸🌴🇮🇱🌴🇺🇸",1,Republican ADMITS What Is Behind Killing Border Deal,45
"Why should we not be allowed to have secured borders? We are losing our own sovereignty. We are becoming citizens of nowhere, Just inhabitants on a piece of globally public land.",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,31
You don't fix the border crisis by processing them in faster.,0,Republican ADMITS What Is Behind Killing Border Deal,11
Sigh. C Roy isn't a 'lunatic'... he is 'PROJECTING'... he is TELLING YOU THE PLAN THAT HE IS ACTIVELY PARTICIPATING IN.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,21
TNT are friggen idiots!,1,Republican ADMITS What Is Behind Killing Border Deal,4
This guy still have a job on TYT,0,Republican ADMITS What Is Behind Killing Border Deal,8
U guys suck! Woke woke woke,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,6
What a retard,1,Republican ADMITS What Is Behind Killing Border Deal,3
What a Bunch of crap shut up you ass holes are destroying this country,1,Republican ADMITS What Is Behind Killing Border Deal,14
Temporarily stay in America without a visa   do your ears and mouth work at the same time?,0,Republican ADMITS What Is Behind Killing Border Deal,17
"Pretty slick, show a different channel on the screen and find out it's these idiots that TYT. 🖕",1,Republican ADMITS What Is Behind Killing Border Deal,18
This is not rocket science you bunch of dumbasses close the damn border,1,Republican ADMITS What Is Behind Killing Border Deal,13
Republicans are full of crap as usual. Glad Democrats are calling them out a lot more in the mainstream.,1,Republican ADMITS What Is Behind Killing Border Deal,19
The vulgarian seems to have stopped talking about his big plan to build an enormous dome over the USA. Did somebody tell him it was wacking NUTS?,0,Republican ADMITS What Is Behind Killing Border Deal,27
Definitely Cenk is 100% a moron,1,Republican ADMITS What Is Behind Killing Border Deal,6
"If Trump wants something, his lap dog republicans cave and do it. He wants us to have no border deal so  it is a mess for next election.",0,Republican ADMITS What Is Behind Killing Border Deal,28
They both have the same stupid ass smug look on their face..,1,Republican ADMITS What Is Behind Killing Border Deal,12
You ppl are anti-Americans! This idiot tryin to sound like Trump is an imbecile to say the least!,1,Republican ADMITS What Is Behind Killing Border Deal,18
Just admit wall works,0,Republican ADMITS What Is Behind Killing Border Deal,4
Kill that deal no deals shut the border down we dont need any more border patrol to process illegals shut it down close the border and send thebpeople back no processing straight back to where they came from,0,Republican ADMITS What Is Behind Killing Border Deal,38
Why toss away money for Trump will put that back again after he wins the election in this year . Better to use that efford in other things maybe ?,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,30
Only an idiot would believe this bill would solve anything. Except joe biden's temporary political problems,1,Republican ADMITS What Is Behind Killing Border Deal,16
Unfortunately this young Turks bull$#!+ shows up on my news feed. These people who are supposed to or represent journalists absolutely suck at what they call news journalism. Stop the invasion. Let’s go Brandon,0,Republican ADMITS What Is Behind Killing Border Deal,34
I thought it was Joe but it’s the whole democrats that wants to destroy America with their stupid mentality,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,19
"TYT: we don’t wanna protect our borders from drugs, human trafficking and violent criminals  Cenk and Ana are wrong as usual your show caters to morons",1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,26
"The fact is this. the people do not want money spent on the war, or any war that is not ours. Sneaking in money for Ukraine and any other war, will not pass. The republicans are listening to the people, unlike demorats.",0,Republican ADMITS What Is Behind Killing Border Deal,42
THEY NEED GATLIN GUNS....MOVE YOUR PHAT ASS TO TEXAS AND YOU SUFFER AT HANDS OF ILLEGAL VIOLENT MIGRANT CRIMES,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,19
"LOL. Yes, lets give the government more power. Any proponent of giving the government even more unconstitutional power, than it already has, is an absolute goof with zero knowledge of history OR they wish to be on the side that ends up losing in the end.",0,Republican ADMITS What Is Behind Killing Border Deal,46
The stupidity of MAGAts has no limit.,1,Republican ADMITS What Is Behind Killing Border Deal,7
Maybe they need the wire to put around the White House to keep the American people away from the illegitimate president?,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,21
"Shit accidently got on the stupid people's channel, you idiots are going to cry when TRUMP regains the presidency.....hope you quacks shut the hell up and friggin fade off into the sunset....... friggin stupid people....",1,Republican ADMITS What Is Behind Killing Border Deal,35
The court let us down,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,5
Supreme no longer.   Shame on Amy and Roberts.   Working for who! Not Us.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,13
Wtf is wrong with people… do you realize what’s happening to our country! Shut the effing border down! Our country is going to get attacked! Such a coincidence when military aged men from China are storming over the border… our current administration is destroying our country!,0,Republican ADMITS What Is Behind Killing Border Deal,46
its not because of the republican party your stupid,1,Republican ADMITS What Is Behind Killing Border Deal,9
They have to be DEPORTED  Enough with this bulshit,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,9
This is peak leftist CRINGE...blaming the GOP for the invasion....NICE SPIN ASSHATS🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼,0,Republican ADMITS What Is Behind Killing Border Deal,12
The republicans did the same thing to Obama.  They don’t  care about the American people.,0,Republican ADMITS What Is Behind Killing Border Deal,15
Yet another State Media......,0,Republican ADMITS What Is Behind Killing Border Deal,4
IM A TEXAN AND THE FEDERAL GOVERNMENT NEEDS TO PAY TEXAS ALL THE MONEY OUR TAX DOLLARS HAVE BEEN USED FOR THIS CRISIS THIS STUPID STUPID CHINA JOE CAUSED BEFORE WE COMPLY,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,32
If you believe this should be done than you’re a fool…,1,Republican ADMITS What Is Behind Killing Border Deal,11
The Young Turks always put out Bullshit that all they know!!,1,Republican ADMITS What Is Behind Killing Border Deal,11
"Cant wait to replace all the white assholes, with IMMIGRANTS! YAH!",1,Republican ADMITS What Is Behind Killing Border Deal,11
The impersonation attempt makes you sound stupid.. take note for future reference.,1,Republican ADMITS What Is Behind Killing Border Deal,12
You guys are beyond ignorant fools. Nobody with a brain that works is listening to a thing you say. Go home and cry or something.,1,Republican ADMITS What Is Behind Killing Border Deal,25
"We’re in a proxy war with Iran, a country full of violent psychopaths, and we have an open border.   They can walk right in and I guarantee you they are here.",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,31
"Seeth more Magats, this is tRumps supreme court pics .",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,10
You such an idiot,1,Republican ADMITS What Is Behind Killing Border Deal,4
Cenk would have made the worst president our country no the world has ever seen. That’s saying a lot considering the president we have now.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,25
I wish grown azz men would  stop trying sound like the rapist trump... sounds cringy...,1,Republican ADMITS What Is Behind Killing Border Deal,15
You are a lier  .,0,Republican ADMITS What Is Behind Killing Border Deal,5
Such bad reporting.,0,Republican ADMITS What Is Behind Killing Border Deal,3
Believe in the Gospel repent of your Sins Accept Jesus Christ as your Lord and savior,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,16
You talk stupid shit bud . Just where did you dream up the ignorant views you call facts ??,1,Republican ADMITS What Is Behind Killing Border Deal,19
Why we need a new deal? Enforce the laws already on the books. You can look up them on google. I'm no journalist but they were easy to find. They are being ignored completely.,0,Republican ADMITS What Is Behind Killing Border Deal,34
Start looking for a new job. November will be here soon.,0,Republican ADMITS What Is Behind Killing Border Deal,11
"WHY WONT ANY OF YOU LIBTARDS POST YOUR ADDRESS ON HERE SO THAT THESE TERRORISTS CAN COME GET SHELTER, FOOD, ETC FROM YOU?   OHHH YOU WONT? FUCKIN SHOCKED",1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,28
One of the most useless congress people in american history. His mommy still wipes his ass so he can bend over for fat ass baby king dum dum donnie,1,Republican ADMITS What Is Behind Killing Border Deal,29
Your a crazy country,0,Republican ADMITS What Is Behind Killing Border Deal,4
This whole vieo is stupid and full of lies and errors,1,Republican ADMITS What Is Behind Killing Border Deal,11
This stuff makes me so angry. I’m so pissed off at my government!,0,Republican ADMITS What Is Behind Killing Border Deal,13
Bunch of stupid ass Democrats that don't know their butt from a hole in the ground,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,16
Federal Government and Supreme Courts is letting the Cartels run this country. Unconstitutional! And this dumb man is disgusting.,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,19
Brett kavanaugh is a turn cote comunist,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,7
TYT you are full of shit. No one thinks this is a good deal or solves any problem. We all know you are just a mouthpiece for the crazy leftists.,1,Republican ADMITS What Is Behind Killing Border Deal,30
How to these republicans senates get elected they even dont know the law Federal has power over state law are they that dumb .,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,24
Another fake news media.,0,Republican ADMITS What Is Behind Killing Border Deal,4
Why is this jackass bringing up machine guns.  NO BODY DROUGHT THAT UP,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,13
Idiots. All of them. Why are they allowed to even live?,1,Republican ADMITS What Is Behind Killing Border Deal,11
"I was trying to be open minded and see the other side’s perspective, but could not bear to watch any further. What kind of bullshit propaganda shit show are you running?!?",1,Republican ADMITS What Is Behind Killing Border Deal,31
I can't believe the stupid conservative judges voted for this.  Its so common sense that the federal government is not doing their job,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,23
Everybody blames Trump for everything. Joe Biden screwed this country up so bad we’re about to have a friggin war.,0,Republican ADMITS What Is Behind Killing Border Deal,20
She’s supposed to be a host but like she like totally says like all the time because she’s so dumb to have a vocabulary,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,24
"Republicans blocking border security legislation and yet, complains that Biden isn't doing anything about it. Do you Retardicans own mirrors?",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,20
These are stupid people close the border don't make it political!!!!,1,Republican ADMITS What Is Behind Killing Border Deal,11
The members of The Supreme Court are stupid,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,8
"No deal, impeachment is pending.  🙅🏼",0,Republican ADMITS What Is Behind Killing Border Deal,6
Biden the idiot,1,Republican ADMITS What Is Behind Killing Border Deal,3
Is Cenk retarded? Democrat states refused to cooperate with the federal government when they came up with sanctuary cities and refuse to cooperate with ICE. Such hypocrits.,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,27
How did I know Ana was going to make justification for the right,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,13
It's hilarious how democrats are crying about Republicans not accepting a solution when it's not actually a solution to secure the border. ESPECIALLY when they're the ones that created this mess. What a way to play the blame game smh...,0,Republican ADMITS What Is Behind Killing Border Deal,40
"Razor wire is barbaric! Thank goodness it’s coming down. What a cruel tactic from angry barbaric Trumpers… like him, no empathy,just aggressive hateful abuse and tantrums!!!!",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,26
"so the door was opened wide because of biden, that's what I understand😂😂😂😂😂",0,Republican ADMITS What Is Behind Killing Border Deal,13
"But none of the republican morons giving trump top are mad at him for killing it. Natural selection, please hurry up. The wold can do without this garbage.",1,Republican ADMITS What Is Behind Killing Border Deal,28
You loe.  The Scotus did not say Abbot had to do anything.  It ruled the CbPD could cut the wire.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,20
F0ck off scum your just mad because you CAN NOT  be president 😂😅😂😅😂😅,1,Republican ADMITS What Is Behind Killing Border Deal,13
"we need to close borders, except if Biden does it 😂 love the stupidity of the right",1,Republican ADMITS What Is Behind Killing Border Deal,17
"As a business owner and property owner, I benefit from these people entering the country. It keeps wages low, and the fewer homes available, the higher my property values.",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,29
The barbed wire is mostly GOP funded political theatre.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,9
SCOTUS has committed treason against the country and must be removed. All traitors will be locked up.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,17
Just shut down government. It’s not working,0,Republican ADMITS What Is Behind Killing Border Deal,7
Republicans hold the line. Biden only wants more money to process more illegals faster. No more money should be given till Trump policies are reinstated and no more money for Ukraine period they have lost this war they have no one left to fight.,0,Republican ADMITS What Is Behind Killing Border Deal,44
Are you stoned or stupid,1,Republican ADMITS What Is Behind Killing Border Deal,5
"Once again,Trump takes a crap and the republicans race to wipe his ass. I guess the border isn't that big of a deal after all if might help Biden and the democrats.Dumbasses.",1,Republican ADMITS What Is Behind Killing Border Deal,32
"Hold the line, Texas!  America stands with you ❤",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,9
"Gee, if it isn't that cnt Laura Ingram. She must have false teeth since all her originals shoulda been knocked out by now. She wears the crown alright....of Queen Btch. Lyin btch at that.",1,Republican ADMITS What Is Behind Killing Border Deal,34
"TYT--you guys need to put Ben Gleib in the headlines/titles of your videos so we can be forewarned not to watch them. Gleib is a fascist, genocidal Zionist--free Palestine🍉🇵🇸🍉🇵🇸🍉🇵🇸🍉!",0,Republican ADMITS What Is Behind Killing Border Deal,29
"Look reporter, don’t be stupid. We are under siege from foreign cartels. If the Federal government was doing their job this would not be an issue. The Feds are not. America is in trouble.",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,34
Stand strong Texas. You’re holding the line for the rest of the country because the Federal level has abandoned us.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,20
Maybe read the bill on air so the listeners know what's in it?  Hucksters...,0,Republican ADMITS What Is Behind Killing Border Deal,14
Trumps absolutely right too.,0,Republican ADMITS What Is Behind Killing Border Deal,4
"The Young Jerks😂, please get rid of this hateful woman we don't like her.",1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,14
Biden destroyed the border on day one of his presidency. Congress had no say in it. So stop trying to blame it on the Republican Congress.,0,Republican ADMITS What Is Behind Killing Border Deal,26
TYT republicans own the open border and says it’s their fault. He is a complete idiot !,1,Republican ADMITS What Is Behind Killing Border Deal,17
"The young, oh wait, the old idiots.",1,Republican ADMITS What Is Behind Killing Border Deal,7
All Bullshit. Finish the dam wall.,1,Republican ADMITS What Is Behind Killing Border Deal,6
Cent what a p. O. S. Phat rat,0,Republican ADMITS What Is Behind Killing Border Deal,8
These people are delusional clowns,0,Republican ADMITS What Is Behind Killing Border Deal,5
"No, the insanity isn't idiot on TV, saying s*** about Gatlin guns and moron, nobody said about mowing and killing be pulled at all. You're the one saying that so quit being insane doofus",1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,34
The young REJECTS are full of crap,1,Republican ADMITS What Is Behind Killing Border Deal,7
YOUR AN IDIOT,1,Republican ADMITS What Is Behind Killing Border Deal,3
"Just close 💩 down , and stop crying about who’s above who and who’s more powerful than whoever , estupidos ,",1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,21
You are so full of crap,1,Republican ADMITS What Is Behind Killing Border Deal,6
Your entire news outlet is horrible.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,6
Supreme Court is not wanting to secure the border…. It’s pretty bad when our President doesn’t protect our border!!!!!!!,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,19
Republicans are traitors. Nearly all of them.,0,Republican ADMITS What Is Behind Killing Border Deal,7
Both parties suck I only trust them to lie cheat and steal from America.  Politicians are just as bad as thier media pets.,1,Republican ADMITS What Is Behind Killing Border Deal,23
President Trump is right...Close the border. These idiots care more about illegals than they do American citizens. Why are there homeless Americans  and illegals are getting the red carpet. How UNAMERICAN can our government be???,0,Republican ADMITS What Is Behind Killing Border Deal,35
Such a load of crap you guys are selling!!,1,Republican ADMITS What Is Behind Killing Border Deal,9
Nice job trying to create a scapegoat for these dem assholes. There are protections in place that are being ignored intentionally. Don't let them gaslight you into thinking they've been trying to fix things all along.,0,Republican ADMITS What Is Behind Killing Border Deal,36
You notice these Turk fu-ks wont talk what's actually in this open border bill. Texas doesn't need a useless bill to defend it's border    Fu-k the Supreme Court and Democrats and especially Joey Biden,1,Republican ADMITS What Is Behind Killing Border Deal,34
Trump is no body why he have to be involved with this negotiations. He is a rapist a criminal a fellon a con a theaf and he thiks he is obove the law. He should be in jail like any criminal. 🤔🤔,0,Republican ADMITS What Is Behind Killing Border Deal,42
Fuck the supreme Court!!! Texas forever God bless Texas !,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,10
"It's true, the border is Joe Biden's Waterloo.  The campaign commercials are already being written on the Border dispute between Texas and Joe Biden.",0,Republican ADMITS What Is Behind Killing Border Deal,24
The only ones wanting civil war are the Reich wing.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,10
"Democrats lose every single time as they always choose the wrong side plus they just love communism, it's in their DNA just like when they created the KKK ...",0,Republican ADMITS What Is Behind Killing Border Deal,29
"And what does the White House want to put in its place? Oh, nothing! Let the illegal alien invaders come right in",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,22
"Why are they so desperate to let anyone enter this country without a background check, further funding cartels and coyotes human trafficking?",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,22
