text,score
"Hacking in no way altered the outcome of the US election. Unequivocal. It was the uneducated, easily manipulated, rural working class white males who hated the idea of a woman leading the country.",0.8
This NeoLib Prime Minister should lose his gov't in 2019 after his sickening display of political toadying to one of the Planet's fast growing 'collective' which inculcates the ideology of 'martyrdom' as its ideal...  /..,0.2
"John you are going to die very soon. And you want to go back to work, Italy no less? Don't you have a wife and a family. Stay home with them. Oh, I see, they can't stand you either!",0.7
They should be mocked. Abject stupidity and willful ignorance shouldn't be encouraged. There's enough of that in Congress.,0.776119403
That's the problem: alternate nostril breathing was her biggest qualification for the job.,0.0
I'm all for it - as long as Mr. Khadr agrees to direct the total of the settlement to the families of those whom he killed and maimed. It would be the Canadian thing to do.,0.2
That is why I want to be cremated. My massive tool would cause numerous female Nurses to get all flustered and they'd never get their work done.,0.6
"The guy is thinking, where were these bitches when I was alive!",0.7636363636
Jewish fella says what?,0.0
So basically what Harper is saying is that the negotiations are going badly because Canada won't capitulate to the American demands.,0.0
If Khadr was truly Canadian and remorseful he'd decline and never ask for or expect anything ever again.,0.0
"Another liberal journalist, who is crying because Trump actually has a voice that they can't control.   Facts are facts, and 90% of the journalist are a socialist spin machine.",0.0
"Why, Mr Bernstein, do you expect President Trump to lay down and take crap from every So called Journalist just like Bush did.?   He answers back, to your bias and lies.  Too bad for you.  Yes it's different and we (the deplorables) are enjoying it.",0.6
This reminds me of wafergate and the Liberals accusing Harper of pocketing the communal wafer.,0.2
I hope Paul sues this guy to the point that the next neighbor he attacks lives in a cardboard box or a tent.,0.0
"I support Walker's plan in concept but I don't know how he has the legal authority to do this on his own. He was elected Governor, not Emperor.",0.0
I miss Harper.,0.0
Clintonite shills in full swing on this blog. Disgusting....,0.6461538462
"This is Liberal Bullshit!!  10m?!? who's footing the bill Trudeau? Carbon tax, ah... tax write offs from Harper removed by Liberal party, etc.  yet you give 10m away like nothing? Liberals won't have my vote in next election..., federal or provincial.",0.7571428571
A spoiled little brat!  He needs a time out!,0.5692307692
"I fear the malignancy Carl refers to exists in the Washington Post newsroom, not in the White House. Sadly, Bernstein is a Stage 4 sufferer.",0.0
She's a fukking moron.,0.9890660592
"Historically, being drunk was never considered a valid defense. Such as when drunk driving results in tragedy. Since a person consented to getting drunk, they are fully responsible for their behavior afterwards. That includes women. This is no change to the status quo.",0.0
"The Khadr saga shows how important it is to check the backgrounds of all immigrants before they enter Canada, I doubt the family would have been welcomed in the US!",0.0
"Trudeau, you terrorist sympathizer....",0.609375
"I don't support Trump's travel ban but some good might come out of it. Moderate and sensible Muslims might up the ante against Islamic fundamentalists and Islamists. The radicals, extremists, jihadists, Islamists are spoiling it for everyone, including normal, sensible, secular and moderate Muslims.",0.8333333333
"Drain the mskeg Kevin I'm in.  Put the safe spacers, climate cheque takers and  nutters, and layabouts out on their butts.",0.5
"Canadian liberals were so focused on Trump that Just the Kid, escaped scrutiny.  The drama-master is taking Canada to the Greece route.  But his native, refugee, unionist, academic-freeloader sycophants, and trough feeding liberal vote bank will see him through in next election, unless Trump destroys him.",0.2
"George Clooney and his Muslim wife are leaving Britain and Europe, selling property and moving to LA where they believe their children will be safer from terrorism. After all he said against Trump and in defense of open border immigration by Muslims from Syria you have to wonder why?",0.1666666667
"Finally. They endorsed out of party loyalty, and he finally went too far. Donald Trump is an abomination, and is a threat to the republic. Anyone who supports him is a traitor. And yes that means YOU.",0.5
I will give up the NFL this season and possibly for a lot longer...I wish ALL fans would do the same and show these IDIOTS what a true protest looks like!,0.7777777778
Investigate the Obama / Clinton team. These are the crooks.,0.5
My name gets messed up all the time....and I have the same first name as our prime minister.   Get over it..stop looking for problems,0.0
"These women have the right to demonstrate and to speak up. They also had the right to vote, which they did not do in sufficient numbers. Too late, then. Democracy was November 8.",0.0
Omar Khadr No apology. No money.,0.0
The Flat Earth Society has members all around the globe!   https://qph.ec.quoracdn.net/main-qimg-bf91ccfd44ff58808be2beb740f5d135-c,0.0
"I wonder ... is Leah a single mother?  Or just married to some poor, unhappy, miserable schmuck?",0.8157894737
Murderous little coward.  Kills an unarmed medic and gets $10 million!  Are we insane in this country?,0.7575757576
"Screw Bernstein,  why should anyone give a crap what he things - I certainly do not.",0.7922077922
Once again the liberals have embarrassed Canada on the world stage.,0.4
"Exactly. We The People don't care about MSNBC, CNN, & NBC. You will soon die when everyone cuts the cable. No more cable bundling means, I no longer have to pay for propaganda. I don't watch them now.",0.1666666667
AHAHAHAHA THE LOSERS HAVE NOTHING,0.5606060606
Here is a video of Omar Khadr building IEDs to kill & maim Canadian soldiers: https://youtu.be/-EQjYowsBgc?t=1m15s  And we're going to give him $10 million of taxpayer money?  That is the most disgraceful thing I have ever heard.,0.5
"Yes, finally some proof. Wow, Putin came on TV and admitted to his transgression. Really?! Where's the video. All this 'experts' findings aren't different than those Kardashians and the like Hollywood reporters who will publish anything with impunity. He said, she said, It’s all gossip.",0.0
"Leah, you didn't marry your sibling. You don't have to compete with him for approval.",0.0
Mr. Trump's election almost guarantees Mr. Trudeau a three year term. If the CPC choose Ms. Leitch (unlikely) then the NDP will likely follow the Liberals. Hopefully a sane candidate like Chong or Saxton will win.,0.0
STOP WITH THE MALIGNANCY OF FAKE NEWS ! ! ! Swamp their web sites with complaints ! ! !,0.1666666667
"I suppose if Bush and Obama can have their turn on the current government, Harper can have a go at it too.  Either way, Canada will get screwed under the current government's decision in the USA.",0.0
Brain dead old fake news fool.,0.862745098
"Gee, all the leftists were 100% wrong...",0.1666666667
Trump is a joke but he shouldn't make any jokes nor use them as an excuse for his seemingly endless stream of stupid inane comments. I hope the Groper-In-Chief gets a grip on his impulsiveness and believing his own twitter feeds.,0.7288135593
Carl trying to be relevant. It’s not working.,0.0
Who cares?! GO AWAY Communist!,0.4155844156
The only thing hurting the NFTA talks is Rempel and Kent deriding Canada in the US media. shame,0.5
No worries the USA will have free and fair elections like Russia does very soon.,0.0
"“there should be no preferential access, or appearance of preferential access”  This interaction does not pass the smell test though, to be fair to our PM, I am not convinced he possesses the intellect to discern between the grand ideas he promoted in theory and their application in practice.",0.0
Oh dear. Some people ate too many lead paint chips as children.,0.0
"Romeo, you are the biggest coward ever because you did not act to save the slaughtered people of Rwanda. Suffer you dirty pig. You can never outlive your shame!",0.8510638298
If that is all that North Korea can do to the USA it might be time to stop antagonising the Russians who can probably do it 50000 times worse if you continue to provoke,0.0
"Trudeau misses Trump inauguration and when Trump seems like no big deal however if Trumps visits another country before Canada the Liberal types will be in an outrage, too funny!",0.0
This relic of a reporter should be put out to pasture.,0.2
What a bunch of ignorant BS.,0.7162162162
"This is a sick man.  This man is a traitor.  I'm sorry I voted for this scum, but the choice was either this POS or Ovomit. Now, once more he is criticizing his President from abroad. He is dying. May God have mercy of his soul.",0.8095238095
"Where's Waldo ?  Sunny Ways is in the sunshine eh., so transparent.",0.0
"Must gave been Meller time, drunk bastard.",0.537037037
"[Our system of government] requires pragmatic problem-solving  You are correct Senator, so please retire NOW",0.0
"One thing is for certain: Islam and gays are on a collision course in Canada. Both current darlings of the establishment, and the political left, yet both fully vowing the destruction of the other. It is only a matter of time before sparks fly.",0.7
"There is a Russian hiding under every rock, says stupid is as stupid does.",0.8648648649
"Now that he can afford it, I hope Khadr remembers his #1 fan and buys Elizabeth May a bottle of booze.",0.0
FYI to the sadists here: Khadr's conviction was bogus.  Calling him a murderer is libellous and I will be supplying records to his lawyers of such comments for legal follow-up.,0.3
A new kind of journalism....These jerks could start with rebuilding integrity.,0.7368421053
Perfect example of people looking for something to be offended by,0.1666666667
"Nova Scotia can sink into the Atlantic, who cares",0.8
Fake news headline ... A hundred thousand people (women and/or men) standing shoulder to shoulder across a two lane road would form a column at least four miles long. What is the basis for the (grossly exaggerated??) claim that Hundreds of thousands ... of people were marching in protest.,0.0
"How does Trump make it through a day without his pants catching on fire. Liar, liar.",0.7647058824
"This is exactly what the Clintons were doing with their foundation...Pay to Play.  This is criminal.  Hillary and Bill may still get away with it, but we shouldn't let Junior.  Or will the press simply ignore it as they did in the U.S?",0.2
Omar Khadr should simply have been summarily executed.,0.8
"One more act to guarantee that the Liberals won't be re-elected in 2019.  When you make promises, you live up to them (unless you're the Liberal Party), known at both the Federal and Provincial level for their bait-and-switch tactics.  Oh well, two and one-half more years.",0.0
Completely disgusting and a slap in the face to all Canadians who served in Afghanistan and who have suffered at the hands of Islamist terrorists.,0.5
TRUDEAU  video saying  terrorists should  keep their Canadian citizenship.  UNREAL !    https://youtu.be/pTiT5LF4WG4,0.2
"Go to hell, Bernstein, and take a whole lot of worthless media personalities with you.",0.675
Total nonsense from Bernstein. it's the Liberal media that is malignant with their continuous FAKE news.,0.6
Did Khadr really throw the grenade to kill the US medic? and then get convicted in Dick Cheney's kangaroo court?  I would confess to anything after 3 months of torture.,0.25
This is a good thing ... right Trudeau?   /sarcasm off,0.0
Canada needs to end the temporary foreign worker program and follow up on illegal undocumented immigrants receiving our health care and living in our subsidized housing.,0.0
"Obese, sick, diaper wearing Hillary can't even walk without passing out, and she thinks someone is dumb enough to believe she does yoga.  OK.",0.8269230769
"Trudeau, his family and a few friends spent the New Year as the guest of the Aga Khan on the religious leader’s private island in the Bahamas.The Aga Khan, who is the spiritual guide of the world’s 15 million Ismaili Muslims.  He converted after all.",0.0
So where is the $500 million for the national birthday bash coming from?,0.0
Take it all from that murderer.,0.6
"I think this is a all a troll. No one really thinks the Earth is flat. No human can be that overtly stupid, let alone seek acceptance of his/her stupidity. If someone really believes this they probably shouldn't be at large.",0.8163265306
"After decades of domestic violence, assaults, dog fighting, child abuse, rapes, and drug use, NOW the NFL cares about social justice?   I cannot stomach that much hypocrisy. You lost me NFL.",0.6
Where are Trudeau's advisors on this matter? What he did was clearly wrong. Trudeau is Ethically BLIND.,0.0
Wow talk about freaking out over a 5 -0 bid too get a win .. here is the new line to counter all of this crap .. what's the crime what is the law that was broken how many votes were changed ..? And repeat lol,0.6
Rand Paul should have been beaten up and hurt. More Politicians need to be beaten up and hurt.,0.7
the only solution is to name every school Justin Trudeau.,0.0
"I think Trump was caught  saying & or wanting, what President Bill Clinton DID get to do in office.",0.0
"Seriously, who the hell writes this garbage?",0.8125
Putin has constantly and consistently out played and maneuvered Obama on his foreign policies . This was and is Obama's weakness. amongst other policies.  Obama was a very overrated president,0.0
"I am profoundly disappointed and I say that as a Liberal member (when they still had members), volunteer and donor. This was a major area of interest to me and I believed Mr. Trudeau's intentions to at least proceed with a detailed proposal to Parliament.",0.0
Just so we're on the same page a child soldier can kill you in a new york second and never blink an eye,0.5
Give it up Hillary You Lost Now Please Seek Psychiatric HELP.,0.5217391304
"Get on a plane and fly east until you get back where you started. Clearly, these have to be among the most shallow thinkers in modern history. It's truly sad that people are so completely gullible.",0.0
"Well, Justin thinks that the budget will balance itself, so I guess the country will run itself as well.  The attitude of the privileged class that people were stupid enough to elect as PM.",0.6956521739
"What a stupid idea. Of course, it is from a DemonKKKRat. My bad.",0.9107142857
"Anybody see that Indubitably Splendiferous Speecheroo that the President of the United States, Donald John Trump, gave in Poland yesterday?",0.0
All these men posting here who just can't wait to jump to the defense of a sexual predator.  Perhaps they have some ugly kinship with this guy's behaviour?,0.5
As opposed to going on us television and trying to inflame Americans . Rempel is a bimbo. Ken t was a hack journalist who is now a hack politician,0.1666666667
"A lying, crooked, delusional ass.  And now add insulting.",0.7922077922
A simple case of pay for access unless he is dumber than we think he is.   His handlers had better put that muzzle and choke chain a bit tighter.,0.5
"WTF is this colon doing to the GOP? He lost, Trump won. Arizona you gotta get him out of office, I don't wish cancer on anyone, even him. But Shut the Hell Up McCain!",0.575
McCain is a national disgrace.  He hates Americans because he was rejected TWICE!! OLe Keating 5 McCain is worried HE is going to get thrown under the bus by his Dem buddies!,0.5135135135
I know when I teach children about Martin Luthur King Jr. I tell them all about how he cheated on his wife many times and that he was very homophobic by today's standards.... and if there is time I tell them about his role in the Civil Rights movement. ;),0.8333333333
"To think, we now in Canada have  our very own Hillary and Billary. Its bled across the border folks.",0.0
"You think dad are overpraised, are you serious? Look at every sitcom and commercial since the early 90s, dads are all portrayed as fat, immature morons unless they're gay or a minority and wives are portrayed as attractive, sensible and the voice of reason.",0.7
"A terrible example where a writer with a deadline finds a micro issue and tries to turn it into a thing. Brutal. And I agree with many of the other posters. Men are portrayed as bumbling fools in most media. Praise, not so much.",0.7
"Talk about racist; the players are more racist then any of the other. There the one’s causing the race differences. I don’t think of color I think of them as anti-American scum I won’t be watching any football again weekend, that’s 0 games I’ve watched this year.",0.6
The only sitting Prime Minister with now two Ethics investigations against him is saying what?    He is so out of his league they have to keep him on the road.    What a farce.,0.1666666667
"Why isn't the leftist media showing pictures of these -abortion as contraception method- women, marching by hundreds of thousands in Tehran, Afghanistan, Congo. Where are this pictures?! Am I missing something. Could Ms. Editor clarify for us this hypocrisy?",0.6
"Trudeau blames corporate elites for rise in global public anger , these are the same corporate elites that manage his trust fund.   Easy to see the long term objective is a top position in the UN, after he has ran Canada into the ground",0.1666666667
"Bernstein is a leftist fool, but an expert at malignant reporting.",0.7121212121
Picture of Dorian McCain.,0.0
"L!BTard bait and switch. Bottom line, Cankles was a skank liar before the video...and is a SKANK LIAR after the video.",0.6285714286
"Take it all, leave that scum with nothing.",0.8333333333
Liberals paying terrorists from taxpayer money - what's not to hate?  This country is really becoming undone under the cultural marxists - rights of terrorists are above of rights of victims. Shame on the judges.,0.3
"...bitter,tired,clueless Cons,very weak Cons,very weak!!...",0.5
distractions piled on top of distractions.  at this rate I may return to reading comic books.,0.0
"Wait a sec…who’s the Barbie? Often when you think of Barbie, you think of a charismatic, sexy young woman with facial features that are often delicate, feminine and attractive.",0.2
"Blah, blah, blah, whine, whine whine.  Go home McLame.",0.0769230769
"Good Job Mr. Mellertsig! The Brailey's wondering why he didn't fire a warning shot...are they idiotic? Again, good shooting sir.  Nothing wrong was done here except irresponsible dog ownership. The owners got their own animal killed. Owner inattention to animals often leads to this outcome. Idiots.",0.8644067797
Have Trudeau's feet ever touched the ground ? For the middle class or any class what a dismal  vacuous  economical approach to the Canadian economy. Clueless !,0.0
Question. Why do many Muslims hate our way of life?,0.5
Be thankful your dad didn't name you Sue,0.0
I expect this kind of sedition from a freaking rat that was raised by a couple of degenerate communists. Hey Carl how'd that Ukranian genocide of 1933-34 work out for your traitorous parents. What do you expect from a disloyal dirtbag.,0.7027027027
Perhaps he will  just get sick and die so we can be rid of him.,0.8139534884
Trump polled 46% favorable yesterday.   And that is with polls designed to trash him.,0.2
"Thirty years past his last scoop, Bernstein seeks to stay relevant by echoing the CP line against President Trump.",0.0
Unite with the moron who is throwing gas on the fire?  I think not. We need to revolt against the revolting dolt in Chief.,0.8620689655
"What kind of moron would believe that 90% of Americans would die because of an EMP attack?  Maybe 90% of New Yorkers would die because they would go on a rampage if they couldn't get their lattes, but Southerners?  Please...",0.676056338
This is a very interesting article that is well worth reading especially in relation to todays Twitter pronouncements by tRump.   http://www.thedailybeast.com/articles/2017/03/04/the-butchering-of-the-age-of-reason.html,0.0
"Totally incredible and to push it through under the radar so as not to alarm the American widow who deserves her compensation. Khadar still has a life, he should be happy he still has one.",0.0
"I know this comment wont survive the time it took to write it, but both Khadr and Trudeau should be hung from both sides of the same rope.",0.7
She add new meaning to blow it out you butt.,0.2702702703
More witches join the Witch hunt.........................,0.5
"It's not for Ms. Renzetti to decide what we're allowed to debate - not that she's going to see this comment, since it likely won't meet the Globe's 'civility standards'.",0.0
More Lunacy from the left.,0.0
"You may not like it, but Mr Harper's assessment is correct.",0.0
This article was written by someone even more stupid than Trump. It is drivel.,0.90625
can we start calling him Hillary?,0.0
"Gawd, a surfeit of satellite and cable TV is going to be the death of us.  Dumbed down to the level of Ted Nugent.  This is international relations and politics folks.  It's not cage fighting.",0.8
"I am sure that the Bishop pays the people who provide clerical assistance to his diocese at least $15/hour and tells the lower echelon parishes to do the same, because , (wow,biggie) it isn't his money.",0.0
Trudeau- Clinton cut from same filthy cloth,0.7
"One thing for sure, watching leftist heads explode is sure entertaining.     Was it not Donald that was suppose ti Accept the results of the election?  And not a single person has disputed the content of all those damaging Hillary emails.",0.4
"They’re thousands strong — perhaps one in every 500  Citation please.  and have proponents at the highest levels of science, sports, journalism and arts.  Like WHO? That is not only complete and utter nonsense, it amounts to irresponsible journalism.",0.1
The Dems are committing suicide. Let them.,0.675
"Respect and tolerance goes both ways, it has to be earned. If Muslims want to be welcomed, they have to respect our laws and social and cultural norms and not try to impose their values on our society.",0.0
More garbage from the media. Will they ever figure it out?,0.676056338
dumb as a bag of hammers,0.7678571429
"Demanding $1500 a plate to attract investment?  maybe it was not attract, but extortion.",0.0
ISIS and Muslim radicals are laughing at Canada. They love Trudeau junior.,0.5
Shame Shame on The Liberal Party Of Canada.,0.4
I would be more impressed if Trudeau would speak out against the Montreal iman who preaches death to jews in his mosque.,0.7
What a cowardly move by the Liberals. First 2 weeks of July when people are off on holiday. Justin is schmoozing and selfie posing overseas and the next question period in the house is months away. Garbage!,0.7027027027
"Get over it do gooders, he was a founder of our country, he lived in a different era and did what he and many thought was right and just. Leave our history alone!!!",0.0
I challenge all Alaska women to go out in the yard and take down your husband's Trump campaign sign.,0.1666666667
Bishop McElroy = Democrat = STATIST = Non-Christian ... !!!!,0.0
What they did was perverted. More and more it seems like there is nothing that separates most humans from animals. We wonder why this world is going down the drain. If you have to look at a deceased or incapacitated persons genitals in a sexual manner you are a pervert.,0.5857142857
Open carry at Campbell Lake? GUN NUT defended by GUN NUTS.  Try the valley.,0.2
"ADN & Chris Klint, THIS is one of the most balanced well written articles I've ever read. Well done presenting the facts.",0.0
I wish she would hold her breath for a couple hours.  That would be worth having listened to her lies and bull s __ t over all these years.,0.2
A personal garbage bag  that claims to be the whole dump.,0.5657894737
"After screwing around for eight years, Congress finally passed the Critical Infrastructure Protection Act earlier this year, which addresses this very problem. But is it too late? The answer may be to take North Korea out now, before they get the chance to nuke us.  http://www.washingtontimes.com/news/2017/feb/14/grid-protecting-cipa-enacted-but-in-time/",0.1666666667
"Oh this is just disgusting.  Dirty, dirty, dirty Justin.  Just not ready for prime time.  Very poor judgement.",0.71875
"I don't care if they stand, salute or pick their collective noses, for I will not be watching any more NFL games.",0.0
Canada is irrelevant to Trump... and Justin is just political roadkill .... believe it,0.0
"hahhaahhaahahaha It is pure joy to watch left wing lunatics like blowhard, Carl Bernstein, lose his mind over Trump's tweets. Way to go, Trump! Keep driving them crazy; it is a very short drive with some... 😆",0.8
"Thank you Clinton, Bush , and Obama. No way we should be in this weakened  position. This needs to be the #1  priority. Weakness does invite attack.  Unfortunately the American people have been  repeatedly electing incompetent officials.",0.6
Persecution....NO....Ridicule....ABSOLUTELY. Have any of these morons flown high enough in an airplane to see the curvature of the earth?,0.8382352941
He should've known better by a long stretch!,0.0
"What a travesty. Why would our idiots in government pay a terrorist 10.5 million dollars? It surely shows the arrogance of these elected officials. He was not brainwashed by his parents, his parents are terrorists, the whole family are terrorists. This payout should never have happened.",0.7833333333
I MUST watch Madcow tonight.,0.0
"She should try holding both nostrils shut, and her mouth....but at least her mouth.",0.5301204819
justin is an embarrassment to Canada.  he needs a muzzle.   he needs a brain.,0.7678571429
"Fine. if he is going to renege on the my main reason for voting Liberal, then I think it is fair that I should get my vote back. Lying snivelling coward.",0.7096774194
"NFL = disrespectful, mostly black men airing their contempt for the USA by kneeling during our National Anthem. Personally, I stand for the flag but kneel for the cross.",0.6
Why doesn't trump have Obama charged with an invasion of privacy or whatever charge he otherwise his trumped up?,0.1666666667
"On the defensive, his handlers said, the dimwit misspoke, he was suppose to say, phase-out starting in a hundred years.",0.8
"Harper can go to Hell! His best buddy Brian Mulroney has advised the current federal government on NAFTA from the start. The real problem is Donald Trump, not the Canadian or Mexican leadership. There is no partner in Washington to work an honest deal with.",0.6
"Trust Trudeau, lover of dictators, to kiss a murderer's ass.",0.935483871
These kinds of accusations only make Putin more popular in Russia which feels itself constantly under attack from the west. The world is waiting for Obama to come forward with proof.,0.0
Probably some oriental guy.  LOL.,0.0
I wonder how the Bishop would feel about Trump supporters disrupting Mass?  If disrupting is a good thing it should be good for the Church as well.,0.1666666667
Carl can go F*U*C*K himself.,0.875
"He should go and kiss Trump's -ss instead of that of Canadians. Otherwise Junior should just lock himself up in his office, he'll cost us less.",0.6
"Sorry commissioner, our faith is just fine  It is too at.  The Witch Hunt is closed to new participants.",0.0
Harper should shut up and get lost. he was a disaster for Canada.,0.5689655172
"Those lying, hypocritical Dems will never stop  with is Russia nonsense.  Hillary was a terrible candidate and Americans never trusted her.  Hard for liberals to understand as they never like facts, as they have an opinion.",0.7
"And the budget will balance itself ...    J Trudeau, 2015 election campaign",0.0
"The amoral and greedy O'Leary makes me pine for the days of the nasty, evangelical Harper.  But this is at least one way to ensure King Trudeau II holds power for the next 25 years.",0.5
Mr. Tingly-leg has finally relented and saw that the bun had no meat in it ... just some old cheese .... give it a rest now and try reporting actual news.,0.0
"Go to hell, Kellie....not Oxford-debate worthy, but what she and her ideas deserve...",0.8142857143
Just another crooked Trudeau! What a disappointment. If I ever vote Liberal again please poke me in the eye with a sharp stick!,0.5277777778
I wish this moron would have been shot to death by the US soldier instead of the other way around. I hope that 10 million is given to the soldier's family who actually deserve it.,0.8142857143
"Statistics are very clear, the more blacks the more problems....Don't believe me check statistics yourself...",0.7
"Oh look, yesterday, Obama's birth certificate OFFICIALLY declared fake.    https://youtu.be/jk3KRxTfkLM?t=14m",0.1666666667
Our courts are just as lousy as the Liberals..........a bunch of wingnuts.,0.5135135135
Has the FEC investigated Donna Brazile giving the debate questions to Hillary yet???  She's admitted it.  Should be an easy collar.,0.0
A very silly man with limited capability.,0.8305084746
"Smarmy Smiles and Selfies will only carry the Justin so far and its starting to wear thin. He can see NO conflict of interest, WOW liberal arrogance on display big time.",0.1666666667
Someone please! Throw a bucket of water on this evil witch!,0.7012987013
"Dear MSM,  Please keep being out of touch elitists.  You're the best friend we've got.  Thanks in advance.  Bye.",0.0
"Obama reportedly had gay sex cocaine romps in college, hung out with domestic terrorists, was carefully installed by powerful elite families and conned people into accepting their globalist agenda. But not a word from the fawning mainstream media.",0.7
"Republicans can apparently say whatever they want about Mexicans, Hispanics, and African-Americans but the GOP draws the line at white women.",0.7
This story made my day when I saw it this morning! You just can't make this stuff up! Hilarious! (Yes - a repeat of a post from yesterday - the news of 2017 - a 'gift' that keeps on giving!),0.0
Ever notice how Republican Presidents and hopefuls stay out of the limelight but Democrats stay in our face?!?,0.0
"these fools thought we held football higher than God, family and country.    not me.",0.7142857143
"Political?  Ya think?  What kind of dumb Ass thing is saying otherwise? From shooting up churches,  GOP senators and Antifa  violence, the Progs want a dictatorship  and voolnce done to those who have oposing positions",0.7105263158
"More like a malignant & seditious press that has dropped all pretense at being objective, and is no longer hiding the globalist/leftist agenda it has been prostituting itself out to....",0.5
"Typical thinking by communists who must control all thinking and the narrative.  This will work both ways, what's good for goose....",0.0
"Newsweek reports Russian ads on FACEBOOK, but this Weintraub wants to subpoena Drudge and Breitbart.....",0.1666666667
oh yeah Carl. what exactly are you suggesting?  You're a dumb ass.,0.8709677419
Check out the names associated with stars on comments debasing these women.  Almost all are male monikers.,0.5
"When Justin declared Sunny Ways my friends, Sunny Ways he meant for himself and definitely not Canadians. He is arrogant, a liar, incompetent, stupid and unethical and crooked as can be.",0.8260869565
This guy shouldn't play with rope.,0.1666666667
yet another broken promise from the sock puppet.,0.6
What an embarrassment! What a loser!,0.8771929825
Who says that women do not care about size?,0.3
A national embarrassment.  Thank you liberal supporters.,0.3
"Look's good on them.  Such lack of respect, they're disgusting, in my opinion.  It's all about them, they don't care anything about anyone else, but themselves.",0.6
Wrong . . . . on many levels,0.0
Trump should try and learn how to spell before he goes on a tweet fest. He appears to have some major mental illness to go along with his numerous other issues.,0.0
Would recommend that the German Chancellor not put too much faith in the man who remained silent as a widdle wamb on Trump's immigration ban on his recent trip to Washington.,0.5
Trump is a moron.  Worse are those who believe every utterance from this guy.,0.95
Stand up to the pathetic school yard bully who is so insecure about his manhood he has to boast about hios nuclear weapons - sad ignoramus.,0.78125
This Trudeau payment is going to be on top of Khadr's upcoming book deal and TED talk and eventually running as a candidate for the Liberal party.   Gerald Butts has this planned out for sure! Khadr would have been fine financially without $10 million of taxpayer money.,0.0
A normal person would find this disturbing.  What's the matter with Trump?,0.0
Trump is a disgrace and his style of politics has no place in a multicultural society.,0.6052631579
The stupid is so powerful it burns.,0.8928571429
"I call BS, someone is covering thier butt, that or they are being blackmailed. Maybe clinton at one of thier coked up pedophile orgys got some pictures.",0.8181818182
"If the earth were flat, cats would have pushed everything off it by now…",0.0
"Albertan's your arrogance is trumped only by your stupidity when it comes to understanding the spoken word. Grow up, get off of welfare and go back to work.",0.8666666667
"I'd call it Malignant Media, CNN< MSNBC<ABC<NBC<CBS",0.0
NBC Crew - Crooked Hillary’s MASSIVE MELTDOWN at Commander-in-Chief Forum https://www.youtube.com/watch?v=_NfFAaPZqs8&t=8s,0.0
"The attacker needs to be targeted, put in jail, and the keys thrown away.  Nothing less will suffice.",0.5
And I doubt McShame will be around to support any commitment;  he made a commitment about Obamacare and THAT turned out to be yet another McShame lie.,0.5
"Yes,  I will respect and love you in the Morning......",0.0
"Hey North Korea.  If you didn't have this idea before then you're welcome, courtesy of the US Government.",0.0
"Mr. Dallaire: I don't accept any commentary from a coward.,",0.6603773585
If we need a PM for the red carpet photo op or an interview on E! we might prefer JT  but when it comes to the economy and trade give me Steve any day. Zoolander is in over his depth.,0.1666666667
The map they show would really amuse the thousands upon thousands that flew from Argentina to Australia over the South Pole during the years that that Transpolar flight was available...,0.0
"Of course this deal stinks to high heaven - as anyone with half a brain can see. The only ones who like it are Trudeau, in his bid to court Muslim votes, and Liberal propaganda machines like the Toronto Star and the CBC.",0.0
"the NFL is not the platform to protest in,I will not watch another NFL game this year and will boycott any of their sponsors.",0.2
Never realized how violent and vicious the far left gets when it loses….Wonder how far they would go to unseat Trump.  Nationwide riots?  Create another depression?  Full fledged civil war?    Scary!  Very scary!,0.0
I'd be happy if we just got some Honest Reporting.  THAT would be different.,0.0
The lying attacking press needs to get off Trump's back. Bernstein needs to shut up,0.7
"Leitch is no Trump, but trumpery of some sort certainly could show up in Canada.",0.0
"How to defend the indefensible:  Obfuscate, raise your voice, virtue signal.  This whole situation is very wrong.  China doesn't want to invest in Canada;  it wants to own Canada.  Wake up, Canada.",0.0
I do not care and will not be watching.,0.0
"He really thinks we are fools, doesn't he?",0.6
I'd like a study into why hundreds of Muslims in Canada went to Syria to join ISIS. Or is it Islamophobic even to point out this fact?,0.1666666667
"No one and I mean NO ONE is bigger with fake news and outright lies than NBC and their associates and broadcasters. Editing 911 tapes, fake Hilliary crap.  Give me a break.",0.6571428571
"These 'fans', apparently, voted for a misogonistic, racist white supremacist fascist.  I don't have much sympothy for them and, frankly, they don't deserve a team that's as enlightened as our Bronco's are.",0.6142857143
What a lot of nonsense.,0.5
"Then I suppose they should ban all movies and TV with a political slant. They all contain half truths and caricatures of reality  Based on the assumptions by Ravel, the american people are too stupid to understand subtlety so it must ALL BE BANNED",0.7375
The only thing malignant is that tumor you call a brain that makes you so stupid.,0.8965517241
"She is just lucky the police came around, he was likely calling his extended family to come around, after all she didnt say no....loud enough for the police to hear her.....",0.0
"Harper was turfed by the Canadian electorate because people were fed up with his shameful and incompetent government. He doesn’t hold political office now, but his latest disgraceful comments are proof that he is not through sticking it to Canada and Canadians.",0.5
Canada is doomed under this brainless muslim!,0.8524590164
Yowzers! The lunatics have taken over the asylum!,0.6
"For years the MSM has insulted republicans who responded with politeness, Remember the narrative is always republican presidents or candidates are imbeciles, mean, heartless, racists, bigots, homophobes ,religious nuts etc..  Now there is someone with the guts to dish it back and the MSM are apoplectic.",0.6933333333
